NCT_id,matched_string,manual_string,criteria_string,parent_concept_id,parent_concept_name,w.mod,severity_modifier,severity_term,pre_post,snomed_id,snomed_name,c2q_snomed_id,c2q_snomed_name
NCT03172533,affective disorder,bipolar affective disorder,"resent alcohol or drug abuse

          -  severe psychiatric disorders (axis I) according to the DSM V (such as bipolar
             affective disorder or schizophrenia) in addition to anorexia nervo",444100,Mood disorder,TRUE,unmarked,,,13746004,Bipolar disorder (disorder),,
NCT03181815,cytopenia,immune thrombocytopenia,"y of the subject to
             receive protocol therapy;

          -  Concurrent autoimmune hemolytic anemia or immune thrombocytopenia;

          -  Subjects suffered from AIDS，active hepatitis B",4179922,Cytopenia,FALSE,unmarked,,,2897005, Immune thrombocytopenia (disorder),,
NCT03186378,dermatitis,atopic dermatitis,"y significant medical history as
             determined by the investigator. Patients exhibiting active Atopic Dermatitis may be
             enrolled.

          5. Refrain from application of all t",45766714,Inflammatory dermatosis,TRUE,unmarked,,,24079001,Atopic dermatitis (disorder),,
NCT03198741,dementia,dementia,"rillator, or other ferromagnetic material; etc.

         23. Pregnant or plan to be pregnant within 1 year;

         24. Any condition that may interfere with any study procedures, such as dementia,",4182210,Dementia,FALSE,unmarked,,,52448006,Dementia (disorder),,
NCT03209505,corneal scar,central corneal scar,"         Syndrome, etc.) or significant Dry Eye Syndrome

          8. Has clinically significant corneal vascularization or central corneal scaring

          9. Has active ocular surface infection (",4318992,Corneal scar,TRUE,unmarked,,,95726001,Corneal scar (disorder),,
NCT03230916,sepsis,severe sepsis," been discontinued, or has received
             REL for any other reason.

          -  Has a current diagnosis of cystic fibrosis, meningitis, or severe sepsis.

          -  Is expected to survive ",132797,Sepsis,TRUE,unmarked,,,91302008,Sepsis (disorder),,
NCT03236194,cleft palate,cleft palate," a congenital anomaly or neonatal condition that significantly affects a
             newborn's feeding (e.g. cleft lip, cleft palate, metabolic disease)

          4. any major maternal morbidities a",135923,Cleft palate,TRUE,unmarked,,,87979003,Cleft palate (disorder),,
NCT03257995,asthma attack,asthma attack/exacerbation,"alactose intolerance, Lapp lactase
        deficiency or glucose-galactose malabsorption)

          -  Patients who have had an asthma attack/exacerbation requiring systemic steroids or
             ",45771045,Acute exacerbation of asthma,FALSE,unmarked,,,708038006,Acute exacerbation of asthma (disorder),,
NCT03287362,learning disability,severe learning disability,"tic or bipolar disorder

          4. severe neurological or internal concomitant diseases

          5. IQ < 80; severe learning disability, brain damage or pervasive developmental disorder

        ",4085156,Developmental academic disorder,TRUE,severe,severe,post,1855002,Developmental academic disorder (disorder),,
NCT03301311,malnutrition,severe malnutrition,"       -  Hospitalization or surgery planned within 3 months

          -  Ongoing active gastrointestinal infection

          -  Severe Malnutrition (BMI less than 5th percentile)

          -  Rece",4090739,Nutritional disorder,FALSE,severe,severe,pre,29740003,Nutritional marasmus (disorder),,
NCT03304951,inflammatory disease,severe ocular surface inflammatory disease,"r active pus from nose.

          -  Any sign of active ophthalmic disease, infection or inflammation including the
             presence of severe ocular surface inflammatory disease as determined b",4027384,Inflammatory disorder,TRUE,unmarked,,,128139000,Inflammatory disorder (disorder),,
NCT03312348,multiple injuries,multiple injuries,"nt and carer consenting to
             participate.

        Exclusion Criteria:

          -  Children with multiple injuries (e.g. those involved in serious car accidents), or
             those wh",4096313,Multiple injuries,TRUE,unmarked,,,262519004,Multiple injuries (disorder),,
NCT03328182,dermatitis,atopic dermatitis,"nificant skin disease or condition, or damaged skin on the
             application site, such as psoriasis, eczema, atopic dermatitis, active cancer, sores,
             sunburns, scars, moles

     ",45766714,Inflammatory dermatosis,FALSE,unmarked,,,24079001,Atopic dermatitis (disorder),,
NCT03329716,scoliosis,scoliosis,"en wearing underarm (Boston) bracing, and who have reached
             skeletal maturity based on the Scoliosis Research Society (SRS) standardized criteria:
             Risser stage ≥4, >2 years po",72418,Scoliosis deformity of spine,FALSE,unmarked,,,298382003,Scoliosis deformity of spine,N/A,
NCT03330236,visual impairment,significant visual impairment,"lity to communicate in the preoperative period due to illiteracy, language
             difficulties, or significant hearing or visual impairment;

          7. Inability to complete MMSE and delirium",4265433,Visual impairment,TRUE,severe,significant,post,397540003,Visual impairment (disorder),,
NCT03342391,pain,abdominal pain,"oduced).

          8. EoE has been symptomatic with clinically significant symptoms attributable to EoE
             including dysphagia, abdominal pain or vomiting in the period since endoscopy

   ",4329041,Pain,TRUE,unmarked,,,21522001,Abdominal pain (finding),,
NCT03343626,seizure disorder,seizure disorder,"ng excipients of the investigational vaccine or placebo).

          4. Has any history of progressive or severe neurologic disorder, seizure disorder or
             neuro-inflammatory disease (examp",4029498,Seizure disorder,TRUE,unmarked,,,128613002,Seizure disorder (disorder),,
NCT03345953,mood disorder,mood disorder,"        -  Any significant psychiatric illness (schizophrenia, bipolar disorder, severe
             depression, dementia, obsessive compulsive disorder...) or mood disorder, assessed by
             ",444100,Mood disorder,TRUE,unmarked,,,46206005,Mood disorder (disorder),,
NCT03351530,oral lesion,oral lesion,"dontal pocket≧7 mm, and
        radiographic bone loss≧30%

        Exclusion Criteria:

          1. People who have oral lesion, dental braces, denture, mouthwash allergy, or serious
             sy",43530620,Oral lesion,TRUE,unmarked,,,1.071E+12,Oral lesion (finding),,
NCT03352375,mental retardation,mental retardation,"astroesophageal regurgitation risk, reactive airway hiatal
             hernia, peripheric vascular disease, mental retardation, neuropsychiatric illness or
             an lung infection during the l",40277917,Intellectual disability,FALSE,unmarked,,,110359009,Intellectual disability (disorder),,
NCT03366740,cleft palate,cleft palate,"     ICU support during the admission

          -  Birth defect like complex congenital heart diseases, cleft lip and cleft palate, Down
             syndrome and cerebral palsy and others that may i",135923,Cleft palate,FALSE,unmarked,,,87979003,Cleft palate (disorder),,
NCT03368950,disability,learning disability,"ng at the time of
             study

          -  Actively psychotic, having received a diagnosis of dementia or a learning disability

          -  Severe mental health difficulties based on judgeme",4052648,Disability,FALSE,unmarked,,,1855002,Developmental academic disorder (disorder),,
NCT03378999,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,"al conditions that might interfere with the study, such as epilepsy,
             asthma, kidney failure or renal insufficiency, chronic obstructive pulmonary disease,
             inflammatory bowel ",255573,Chronic obstructive lung disease,FALSE,unmarked,,,13645005,Chronic obstructive lung disease (disorder),,
NCT03379012,hypothyroidism,hypothyroidism,"er; 5. Normal PSA level

        Exclusion Criteria:

          1. Prostate and other cancers history

          2. Hypothyroidism

          3. History of serious cardiac arrhythmia, congestive heart",140673,Hypothyroidism,TRUE,unmarked,,,40930008,Hypothyroidism (disorder),,
NCT03393754,frailty,frailty,"rmined by the investigator, and not meeting
             the exclusion criteria. For subjects > 65 years old, Frailty Index ≤3

          -  If female, either is not of childbearing potential or is of",4086506,Frailty,FALSE,unmarked,,,248279007,Frailty (finding),,
NCT03404232,scoliosis,scoliosis,"pine

          -  Relevant peripheral neuropathy

          -  Acute denervation subsequent to a radiculopathy

          -  Scoliosis with Cobb angle greater than 25°

          -  Spondylolisthesis",72418,Scoliosis deformity of spine,FALSE,unmarked,,,298382003,Scoliosis deformity of spine,N/A,
NCT03424707,muscular atrophy,muscular atrophy,"g confirmed
             degenerative spondylosis, severe arthritis or severe osteoporosis) (2) myositis,
             muscular atrophy, myotonia, myasthenia (3) peptic ulcer or duodenal ulcer (4)
   ",78236,Muscle atrophy,TRUE,unmarked,,,88092000,Muscle atrophy (disorder),N/A,
NCT03436472,sinus bradycardia,severe sinus bradycardia,"urosurgery;

          -  Preoperative left ventricular ejection fraction < 30%, sick sinus syndrome, severe
             sinus bradycardia (< 50 beats per minute), or second-degree or greater
       ",4171683,Sinus bradycardia,TRUE,severe,severe,pre,49044005,Severe sinus bradycardia (disorder),,
NCT03439059,degenerative disorder,neurodegenerative disorder,"   -  any physical condition or disability disallowing participation in PA

          -  apparent evidence of any neurodegenerative disorders other than Alzheimer's disease

          -  score of 6 or",4179873,Degenerative disorder,FALSE,unmarked,,,362975008,Degenerative disorder (disorder),,
NCT03452605,mental retardation,mental retardation,"
          -  history or MRI evidence of brain damage, including significant trauma, stroke,
             hydrocephalus, mental retardation, or serious neurological disorder,

          -  significant",40277917,Intellectual disability,TRUE,unmarked,,,110359009,Intellectual disability (disorder),,
NCT03458793,frailty,severe frailty,"cognitive disability or clinical diagnosis of dementia;

          6. physical disability (i.e. SPPB score less than 9);

          7. severe frailty or any chronic health condition that precludes par",4086506,Frailty,TRUE,severe,severe,pre,9.25861E+14,Severe frailty,,
NCT03470207,left ventricular systolic dysfunction,significant left ventricular systolic dysfunction,". The patient previously met diagnostic criteria for pulmonary hypertension of any cause.

        ii. Presence of significant left ventricular systolic dysfunction (defined by left
        ventricula",4047088,Left ventricular systolic dysfunction,TRUE,severe,significant,post,134401001,Left ventricular systolic dysfunction (disorder),,
NCT03475407,macular edema,clinically significant macular edema,"     -  Patients of Non Proliferative Diabetic Retinopathy(NPDR) with clinically significant
             macular edema(CSME)

          -  Patients with Proliferative Diabetic Retinopathy(PDR) with C",4290333,Macular retinal edema,TRUE,unmarked,,,312911008,Clinically significant macular edema (disorder),,
NCT03506412,pericarditis,constrictive pericarditis,"r regurgitation (greater than moderate in severity),
             hypertrophic, restrictive or obstructive cardiomyopathy including amyloidosis,
             constrictive pericarditis, primary pulmona",4138837,Pericarditis,FALSE,unmarked,,,85598007,Constrictive pericarditis (disorder),,
NCT03517319,muscle atrophy,significant muscle atrophy,"fore screening

          -  history or plan for tendon lengthening surgery

          -  significant contracture ormuscle atrophy at the target joint or muscle

          -  concurrent treatment with",78236,Muscle atrophy,TRUE,severe,significant,post,88092000,Muscle atrophy (disorder),,
NCT03517943,allergic asthma,allergic asthma,"own severe allergies (e.g., allergies to more than 3 allergens, allergies affecting
             the lower respiratory tract - allergic asthma, allergies requiring therapy with
             corticoste",4191479,Allergic asthma,TRUE,unmarked,,,389145006,Allergic asthma (disorder),,
NCT03518346,visual impairment,significant visual impairment,"on criteria.

        Exclusion Criteria:

          1. History of seizures.

          2. Vision loss or significant visual impairment to the degree that the participant is
             unable to see",4265433,Visual impairment,TRUE,severe,significant,post,397540003,Visual impairment (disorder),,
NCT03522389,major depression,major depression,"n Criteria:

          -  Having history of stroke or heart attack or Parkinsonism symptoms.

          -  The presence of major depression disorder deﬁned by a Patient Health Questionnaire-9 >
      ",4152280,Major depressive disorder,FALSE,severe,major,pre,370143000,Major depressive disorder (disorder),,
NCT03547804,postoperative complication,serious postoperative complication,"ntification> 1.0 g;

             9, combined with anastomotic leakage, duodenal stump fistula, pancreatic fistula or
             anastomotic stenosis and other serious postoperative complications;

",4300243,Postoperative complication,TRUE,severe,serious,post,385486001,Postoperative complication (disorder),,
NCT03549923,asthma attack,bronchial asthma attack,"          1. Age < 18 years

          2. Contraindications or intolerance to beta-blockers

               -  Moderate or severe bronchial asthma attack or history of bronchial asthma

              ",45771045,Acute exacerbation of asthma,TRUE,unmarked,,,708038006,Acute exacerbation of asthma (disorder),,
NCT03550339,visual impairment,severe visual impairment,"    -  right-handed

        Exclusion Criteria:

          -  pregnancy or breast feeding

          -  severe visual impairments, severe scalp skin lesions or intracranial bleeding during
          ",4265433,Visual impairment,TRUE,severe,severe,pre,397541004,Severe visual impairment (disorder),,
NCT03551587,pain,chronic pain," or slight widening in lamina dura.

        Exclusion Criteria:

          -  Patients on medication for chronic pain.

          -  Patients having significant systemic disorders.

          -  Teet",4329041,Pain,TRUE,unmarked,,,82423001,Chronic pain (finding),,
NCT03572959,oral lesion,oral lesion,"iteria (Meji and van der Waal
             2003).

          -  presence of painful and atrophic-erosive oral lesions, unresponsive to topical
             corticosteroid therapy

          -  ability",43530620,Oral lesion,FALSE,unmarked,,,1.071E+12,Oral lesion (finding),,
NCT03577171,seizure disorder,seizure disorder,"ic agents,
             neuromuscular, musculoskeletal, or mucocutaneous conditions requiring frequent
             treatment, seizure disorders requiring treatment, or other medical conditions
      ",4029498,Seizure disorder,FALSE,unmarked,,,128613002,Seizure disorder (disorder),,
NCT03579927,carrier,active carrier (HBsAg +),"rior therapy that has not resolved to </=
             G1.

          3. Prior whole brain irradiation.

          4. Active hepatitis B, either active carrier (HBsAg +) or viremic (HBV DNA >/= 10,000",4106092,Carrier of disorder,FALSE,unmarked,,,29679002,Carrier of disorder (finding),,
NCT03581084,scoliosis,severe scoliosis,"tis, vocal cord dysfunction
             (that is the sole cause of respiratory symptoms and at the PI's discretion), severe
             scoliosis or chest wall deformities that affect lung function,",72418,Scoliosis deformity of spine,TRUE,severe,severe,post,298382003,Scoliosis deformity of spine,298382003,Scoliosis deformity of spine
NCT03587389,combined immunodeficiency disease,Severe Combined Immunodeficiency Disease,"ntestinal tract in
             the child that is likely to predispose child to intussusception.

          -  History of severe combined immunodeficiency disease (SCID), acquired immune deficiency
  ",40483560,Combined immunodeficiency disease,TRUE,severe,severe,pre,31323000,Severe combined immunodeficiency disease (disorder),,
NCT03589014,disability,disability," events: intracerebral hemorrhage, stroke, permanent or
             transient focal deficits, seizures, disability or any other neurological symptom
             supposedly related to CCM;

         ",4052648,Disability,FALSE,unmarked,,,21134002,Disability (finding),,
NCT03595553,diarrhea,diarrhea," of age, at the time of signing the informed consent.

          2. Signs and symptoms of CDI including diarrhea such that in the Investigator's opinion
             CDI antimicrobial therapy is requi",196523,Diarrhea,FALSE,unmarked,,,62315008,Diarrhea (finding),,
NCT03609996,hyperglycemia,hyperglycemia,"urrent regular use of insulin for the treatment of diabetes

               -  Current regular use of oral anti-hyperglycemia agents for the treatment of
                  diabetes

               -  ",4214376,Hyperglycemia,FALSE,unmarked,,,80394007,Hyperglycemia (disorder),,
NCT03626376,corneal scar,corneal scar," immune stromal keratitis with or without epithelial
             ulceration, endothelitis, or iridocyclitis and corneal scarring in the central 4mm
             zone.

        Exclusion Criteria:

  ",4318992,Corneal scar,FALSE,unmarked,,,95726001,Corneal scar (disorder),,
NCT03630432,asthma attack,asthma attack,"          Network(SIGN)/British Thoracic Society(BTS) guideline 2014 as persistent symptoms
             and/or frequent asthma attacks despite treatment at step 4 or step 5 with either:

            ",45771045,Acute exacerbation of asthma,FALSE,unmarked,,,708038006,Acute exacerbation of asthma (disorder),,
NCT03633019,carrier,carrier,"plantation and other
             acquired/congenital immunodeficiency disorders

          -  patients with Hepatitis B(except inactive carrier) or Hepatitis C

          -  with serious heart diseas",4106092,Carrier of disorder,TRUE,unmarked,,,29679002,Carrier of disorder (finding),,
NCT03660345,corneal scar,corneal scar,"n of macular edema (e.g., foveal atrophy,
             pigment abnormalities, dense subfoveal hard exudates, a nonretinal condition like
             corneal scarring or advanced optic nerve cupping f",4318992,Corneal scar,FALSE,unmarked,,,95726001,Corneal scar (disorder),,
NCT03684850,impaired vision,impaired vision,"  -  superficial wounds at the knee area

          -  arterial insufficiency

          -  severe varicosities

          -  impaired vision

          -  postural difficulties

          -  body-mas",4265433,Visual impairment,TRUE,unmarked,,,397540003,Visual impairment (disorder),,
NCT03695068,learning disorder,moderate to severe learning disorder,"participant participates in an alternative curriculum (i.e., life skills
             course) due to moderate to severe learning disorders.

          -  The potential participant received a score of ",4085156,Developmental academic disorder,TRUE,severe,severe,post,1855002,Developmental academic disorder (disorder),,
NCT03723876,intellectual disability,intellectual disability,"          -  accepted for care at habilitation unit

        Exclusion Criteria:

          -  diagnosed with intellectual disability (F70*-F73*, F78*-F79* in ICD-10)

          -  medium or severe de",40277917,Intellectual disability,TRUE,unmarked,,,110359009,Intellectual disability (disorder),,
NCT03732053,disability,Intellectual disability,"s Disease

          -  Older than 40 years of age

          -  Male and female

          -  Intellectual disability

          -  Cognitive impairment

          -  Able to do daily activities on h",4052648,Disability,FALSE,unmarked,,,110359009,Intellectual disability (disorder),,
NCT03737929,sepsis,sepsis,"    -  Contra-indication to transoesophageal echocardiogram (TEE)

          -  Carotid stenosis > 80%,

          -  Active infection or sepsis

          -  Pleural adhesions,

          -  Elevated",132797,Sepsis,FALSE,unmarked,,,91302008,Sepsis (disorder),,
NCT03739931,diarrhea,diarrhea,"ongestive heart failure, uncontrolled hypertension, unstable
             angina pectoris, cardiac arrhythmia, ILD, serious chronic gastrointestinal conditions
             associated with diarrhea, o",196523,Diarrhea,TRUE,unmarked,,,62315008,Diarrhea (finding),,
NCT03747042,dementia,dementia,"ve mortality.

          5. Severe uncontrolled malabsorption condition or disease (i.e. grade II/III diarrhea,
             severe malnutrition, short gut syndrome)

          6. Dementia, altered me",4182210,Dementia,TRUE,unmarked,,,52448006,Dementia (disorder),,
NCT03757325,degenerative disorder,neurodegenerative disorder,"         -  Clinical history within 2 years of the screening visit or current evidence of any
             neurological or neurodegenerative disorder other than AD that is associated with
            ",4179873,Degenerative disorder,FALSE,unmarked,,,362975008,Degenerative disorder (disorder),,
NCT03762564,malnutrition,significant malnutrition,"ients curatively
             treated and disease-free for at least 5 years will be discussed with the sponsor
             before inclusion.

          2. Patients with significant malnutrition who r",4090739,Nutritional disorder,TRUE,severe,significant,post,2492009,Nutritional disorder (disorder),,
NCT03763084,postoperative complication,posteroperative complication,"ophen or morphine or to any of the excipients in the IV or oral
                  formulations used.

               8. Subject has intra- or postoperative complications, which in the view of the
    ",4300243,Postoperative complication,FALSE,unmarked,,,385486001,Postoperative complication (disorder),,
NCT03779152,asthma attack,asthma attack,"ackground treatment

          2. patients with intermittent asthma =

               -  being asymptomatic between asthma attacks,

               -  with symptoms less than once a week

            ",45771045,Acute exacerbation of asthma,FALSE,unmarked,,,708038006,Acute exacerbation of asthma (disorder),,
NCT03794856,chronic obstructive pulmonary disease,chronic obstructive pulmonary disease," cord dysfunction (identified by abnormalities in spirometric
             flow-volume curves), clinically significant chronic obstructive pulmonary disease, or
             emphysema.

          -  P",255573,Chronic obstructive lung disease,TRUE,unmarked,,,13645005,Chronic obstructive lung disease (disorder),,
NCT03798821,sinus bradycardia,sinus bradycardia,"hial asthma, a history of bronchial asthma or severe chronic
             obstructive pulmonary disease.

          -  Sinus bradycardia, second or third degree of atrioventricular block, insufficienc",4171683,Sinus bradycardia,TRUE,unmarked,,,49710005,Sinus bradycardia (disorder),,
NCT03801096,affective disorder,Schizoaffective Disorder,"and/or severe psychiatric disorder that would interfere with
             participation (i.e., Schizophrenia, Delusional Disorder, Schizoaffective Disorder,
             Bipolar Disorder, or a Mood Di",444100,Mood disorder,TRUE,unmarked,,,68890003,Schizoaffective disorder (disorder),,
NCT03802227,acute asthma,acute asthma,"determined by the MRI
             technologist and/or MRI physicist

          -  History of clinically significant acute asthma or other obstructive airway disease
             (e.g., chronic obstru",4125022,Acute asthma,TRUE,unmarked,,,304527002,Acute asthma (disorder),,
NCT03805243,carrier,carrier of a defibrillator,"ases a headache);

          -  Use of the device(plan) within the framework of a resuscitation or of intensive care;

          -  Participating carrier of a defibrillator, a stimulating of the vagus",4106092,Carrier of disorder,FALSE,unmarked,,,N/A,,,
NCT03807167,inflammatory disorder,inflammatory disorder,"rs) criteria).

          -  Other neurological conditions (stroke, Parkinson's disease and seizures), severe and
             inflammatory disorders (ex: severe arthroses which limits movements, spon",4027384,Inflammatory disorder,TRUE,unmarked,,,128139000,Inflammatory disorder (disorder),,
NCT03811626,multiple injuries,multiple injuries,"ated upon arrival at hospital

          -  Patient with injury to the medulla and with neurological signs or multiple injuries
             (at least 1 of which is life-threatening)

          -  Bra",4096313,Multiple injuries,FALSE,unmarked,,,262519004,Multiple injuries (disorder),,
NCT03812523,dementia,dementia,"-  Subjects with a history of or current tobacco or illegal substance use

          -  Subjects exhibiting significant psychiatric or cognitive impairment
             (dementia/delirium, retardation",4182210,Dementia,TRUE,unmarked,,,52448006,Dementia (disorder),,
NCT03816644,dementia,dementia,"sessments.

          5. English or Spanish speaking.

        Exclusion Criteria:

          1. Prior diagnosis of dementia or MCI as ascertained by ICD-10 codes or the documentation
             of ",4182210,Dementia,FALSE,unmarked,,,52448006,Dementia (disorder),,
NCT03817125,hypothyroidism,hypothyroidism,"trictive procedures such as
             banding, are permitted).

          7. Any diagnosis of autoimmune disease. Participants with Type I diabetes mellitus,
             hypothyroidism only requir",140673,Hypothyroidism,FALSE,unmarked,,,40930008,Hypothyroidism (disorder),,
NCT03822273,pain,rib pain score,"e, unilateral or bilateral rib fractures diagnosed with chest
             X‑ray

          -  Maximal rib pain score of more than 5 obtained using the numerical rating scale (NRS:
             0‑10)
",4329041,Pain,FALSE,unmarked,,,N/A,,,
NCT03826238,disability,severe upper limb motor disability,"        -  abstinent during 15 to 90 days according to self-reports

          -  no severe upper limb motor disability.

          -  Older than 18 years old.

          -  abìlity to talk, understan",4052648,Disability,TRUE,unmarked,,,21134002,Disability (finding),,
NCT03833700,diarrhea,diarrhea,"      6. Inability to take oral medication, or malabsorption syndrome or any other uncontrolled
             gastrointestinal condition (example: nausea, diarrhea, or vomiting) that might impair
     ",196523,Diarrhea,FALSE,unmarked,,,62315008,Diarrhea (finding),,
NCT03834233,combined immunodeficiency disease,Severe Combined Immunodeficiency Disease,"hildhood asthma/atopy.

          -  Evidence of clinically significant immunosuppression, including primary
             immunodeficiency state such as Severe Combined Immunodeficiency Disease or con",40483560,Combined immunodeficiency disease,TRUE,severe,severe,pre,31323000,Severe combined immunodeficiency disease (disorder),,
NCT03841383,sinus bradycardia,severe sinus bradycardia,"ocolate) sick sinus syndrome, advanced AV block (second and third degree),
                  systolic blood pressure < 90 mmHg, cerebral ischemia, severe sinus bradycardia
                  (heart rat",4171683,Sinus bradycardia,TRUE,severe,severe,pre,49044005,Severe sinus bradycardia (disorder),,
NCT03847272,macular edema,macular edema," Miami 9-step scale (or VH >1+ according to SUN
                  classification)

               -  and/or macular edema on OCT (Central retinal thickness ≥ 300 microns)

               -  and/or oth",4290333,Macular retinal edema,FALSE,unmarked,,,37231002,Macular retinal edema (disorder),,
NCT03849872,hyperglycaemia,hyperglycaemia,"thyroidism;

               4. Known diabetes mellitus type 1 or type 2;

               5. Hypocalcaemia or hypokalaemia;

               6. Hypoglycaemia or hyperglycaemia or fasting blood glucose o",4214376,Hyperglycemia,FALSE,unmarked,,,80394007,Hyperglycemia (disorder),,
NCT03851133,panic,Hispanic,"          biopsy, and/or blood-work and has not had treatment.

          -  Patient self-reports as Non-Hispanic White, African American, or Hispanic.

          -  Able to understand and voluntarily",4196358,Panic,FALSE,unmarked,,,N/A,,,
NCT03855696,dermatitis,allergic dermatitis ,"c disease

               5. Clinically significant allergic disease (however, mild allergic rhinitis or
                  allergic dermatitis not requiring any medication is allowed) or history of an",45766714,Inflammatory dermatosis,TRUE,unmarked,,,24079001,Atopic dermatitis (disorder),,
NCT03857347,learning disability,learning disability,"riencing active severe psychiatric symptoms

          -  A dependency on alcohol or recreational drugs

          -  Learning disability as classified by ICD 10.

          -  Those unable to travel ",4085156,Developmental academic disorder,TRUE,unmarked,,,1855002,Developmental academic disorder (disorder),,
NCT03865095,frailty,frailty,"  mechanical ventilation expected for at least 48 hours

        Exclusion Criteria:

          -  Clinical Frailty Score above 7 prior admission

          -  neuromuscular disease in previous medica",4086506,Frailty,FALSE,unmarked,,,248279007,Frailty (finding),,
NCT03873038,gingivitis,gingivitis,"     the last 5 years or severe hemorrhoidal bleed in last 3 months.

          -  Has a history of or current frequent epistaxis within the last 3 months or active
             gingivitis.

         ",4281516,Gingivitis,TRUE,unmarked,,,66383009,Gingivitis (disorder),,
NCT03897673,malnutrition,severe malnutrition,"mptoms like persistent vomiting, high temperature
             (>39.5°C), or tea-colored urine

          -  Severe malnutrition, as evidenced by severe wasting or bilateral pitting edema

          -",4090739,Nutritional disorder,TRUE,severe,severe,pre,29740003,Nutritional marasmus (disorder),,
NCT03912402,atopic asthma,atopic asthma,"nfarction less than 6 months prior to
                  randomization;

               4. NYHA Grade III-IV congestive heart failure;

               5. atopic asthma, Stage III-IV COPD, angioedema;

",4191479,Allergic asthma,FALSE,unmarked,,,424643009,Immunoglobulin E-mediated allergic asthma (disorder),,
NCT03915366,malnutrition,severe malnutrition," 24 hours

                    -  Lethargic or unconscious

                    -  Stridor while calm

                    -  Severe malnutrition

          4. HIV-confirmed infection (with at least o",4090739,Nutritional disorder,FALSE,severe,severe,pre,29740003,Nutritional marasmus (disorder),,
NCT03917277,inflammatory disease,autoinflammatory disease,"          -  Age ≥ 18 years old

          -  Patient followed by the National reference center for autoinflammatory diseases and
             inflammatory amyloidosis (CeRéMAIA) at Tenon Hospital in ",4027384,Inflammatory disorder,FALSE,unmarked,,,128139000,Inflammatory disorder (disorder),,
NCT03919422,chronic obstructive pulmonary disease,severe chronic obstructive pulmonary disease,"nerve injury or phrenic nerve injury

          5. Multiple trauma

          6. Uncontrolled respiratory disease (severe chronic obstructive pulmonary disease,
             asthma, pulmonary infectio",255573,Chronic obstructive lung disease,TRUE,severe,severe,pre,313299006,Severe chronic obstructive pulmonary disease (disorder),,
NCT03919422,multiple trauma,multiple trauma,"ction or anticoagulation therapy

          4. History of upper limb nerve injury or phrenic nerve injury

          5. Multiple trauma

          6. Uncontrolled respiratory disease (severe chronic o",4096313,Multiple injuries,TRUE,unmarked,,,262519004,Multiple injuries (disorder),,
NCT03937804,scoliosis,kyphoscoliosis,"ve pulmonary disease, chronic obstructive airway disease,
             emphysema, chronic bronchitis, lung transplant, kyphoscoliosis, sarcoidosis,
             bronchopulmonary dysplasia, cystic fibr",72418,Scoliosis deformity of spine,FALSE,unmarked,,,405773007,Kyphoscoliosis deformity of spine (disorder),N/A,
NCT03943498,macular edema,macular edema,"schemic heart disease, cardiac
             arrest, cerebrovascular disease, uncontrolled hypertension, symptomatic bradycardia,
             macular edema, recurrent syncope, severe untreated sleep a",4290333,Macular retinal edema,TRUE,unmarked,,,37231002,Macular retinal edema (disorder),,
NCT03949439,frailty,frailty," (previous stroke or muscular dystrophies), cognitive
             impairment resulting from previous injury, frailty score ≥ 5, non-elective/emergency
             surgery procedures or incomplete da",4086506,Frailty,FALSE,unmarked,,,248279007,Frailty (finding),,
NCT03951610,corneal scar,central corneal scar,"uorescein dye.

          -  Has any clinically significant lid or conjunctival abnormalities, active
             neovascularization or any central corneal scars.

          -  Is aphakic.

         ",4318992,Corneal scar,TRUE,unmarked,,,95726001,Corneal scar (disorder),,
NCT03959059,pain,severe back pain," Single level OVCF in the thoracic and lumbar levels (T10-L4), suffering with severe
             back pain.;

          -  OVCF without damaged vertebral posterior wall and nerve lesion;

          -",4329041,Pain,TRUE,severe,severe,pre,76948002,Severe pain (finding),,
NCT03960697,mental retardation,mental retardation,"diastolic blood
             pressure > 90 mmHg );

          5. Patients have schizophrenia, epilepsy, Parkinson's disease, mental retardation, or
             hearing impairment.

          6. Patie",40277917,Intellectual disability,FALSE,unmarked,,,110359009,Intellectual disability (disorder),,
NCT03971500,frailty,severe frailty,"on likely to interfere with study processes including medication compliance
             or follow-up visits (e.g. dementia, alcohol abuse, severe frailty, long distance to
             travel for fol",4086506,Frailty,TRUE,severe,severe,pre,9.25861E+14,Severe frailty,,
NCT03971734,sinus bradycardia,severe sinus bradycardia,"ure

               -  Supraventricular tachycardia, atrial fibrillation, and/or atrial flutter

               -  Ventricular tachyarrhythmias

               -  Severe sinus bradycardia defined as a",4171683,Sinus bradycardia,FALSE,severe,severe,pre,49044005,Severe sinus bradycardia (disorder),,
NCT03981575,muscle wasting,muscle wasting,"udy:

          -  Known CTG repeat expansion size less than 100 repeats, unless there are clear cut
             signs of limb weakness and muscle wasting. This is in order to obtain a muscle tissue
",78236,Muscle atrophy,FALSE,unmarked,,,88092000,Muscle atrophy (disorder),N/A,
NCT03986671,muscular dystrophy,muscular dystrophy,"ants with documented neurological disorders involving upper airway
        striated muscles including ALS and muscular dystrophy with the presence of bulbar symptoms.

        A cohort of participants",4247802,Muscular dystrophy,FALSE,unmarked,,,73297009,Muscular dystrophy (disorder),,
