,NCT_id,matched_string,criteria_string,parent_concept_id,parent_concept_name,CONCEPT_GUESS,DESCENDANT_GUESS
368,NCT00154154,mental retardation,"

          -  Psychotic disorder,bipolar I disorder, or dementia

          -  Evidence of an organic brain syndrome or mental retardation

          -  A chronic or serious physical health problem t",40277917,Intellectual disability,mental retardation,BFLS
369,NCT01596699,combined immunodeficiency disease,"Anemia

          -  Dyskeratosis Congenita

          -  A known syndrome with increased sensitivity to radiation or alkylating agents

          -  Severe Combined Immunodeficiency Disease eligible ",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
370,NCT01960725,combined immunodeficiency disease,"        1. History of hypersensitivity to the vaccine or any component of the vaccine

          2. History of Severe Combined Immunodeficiency Disease (SCID)

          3. History of immunocompromise",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
371,NCT03166397,combined immunodeficiency disease,"arction, cardiac
             arrhythmias, obstructive or restrictive pulmonary disease.

          4. Any form of primary immunodeficiency (such as Severe Combined Immunodeficiency Disease
          ",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
372,NCT01000974,combined immunodeficiency disease,"of uncorrected congenital malformation of the gastrointestinal tract that
             would predispose the infant to intussusception.

          -  History of Severe Combined Immunodeficiency Disease",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
373,NCT00301834,combined immunodeficiency disease,"immunodeficiency disease

                    -  Chediak-Higashi disease

                    -  Wiskott-Aldrich syndrome

                    -  Combined immunodeficiency disease (Nezelof's)

       ",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
374,NCT03587389,combined immunodeficiency disease,"ntestinal tract in
             the child that is likely to predispose child to intussusception.

          -  History of severe combined immunodeficiency disease (SCID), acquired immune deficiency
  ",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
375,NCT02422264,combined immunodeficiency disease,"virus and hepatitis
             B diseases.

          -  Any confirmed or suspected immunosuppressive or immunodeficient condition including
             severe combined immunodeficiency disease (SC",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
376,NCT03834233,combined immunodeficiency disease,"hildhood asthma/atopy.

          -  Evidence of clinically significant immunosuppression, including primary
             immunodeficiency state such as Severe Combined Immunodeficiency Disease or con",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
377,NCT00972400,combined immunodeficiency disease,"ent English language skills

          -  No significant cognitive impairment

          -  No concurrent severe combined immunodeficiency disease

        PRIOR CONCURRENT THERAPY:

          -  See ",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
378,NCT00863330,combined immunodeficiency disease,"          completion of study treatment

          -  No HIV or hepatitis B or C positivity

          -  No form of primary immunodeficiency (e.g., severe combined immunodeficiency disease or
       ",40483560,Combined immunodeficiency disease,combined immunodeficiency disease,SCID
379,NCT02403960,oral lesion,"  phenytoin, cyclosporin, chronic use of non-steroidal anti-inflammatory drugs),

          3. pregnancy,

          4. acute oral lesions or necrotizing ulcerative periodontitis and

          5. den",43530620,Oral lesion,oral lesions,Noma
380,NCT01514552,oral lesion,"l treatment during the study period.

          -  Have noticeable open lesions, sores that have not healed for more than 3 months, have
             had any active oral lesions or maladies within the",43530620,Oral lesion,oral lesions,Noma
381,NCT00837174,oral lesion,"or tumor mass that can be accurately measured in two dimensions by
                  CT,MRI, medical photograph (skin or oral lesion), plain X-ray, PET scan or other
                  conventional tec",43530620,Oral lesion,oral lesion,Noma
382,NCT03572959,oral lesion,"iteria (Meji and van der Waal
             2003).

          -  presence of painful and atrophic-erosive oral lesions, unresponsive to topical
             corticosteroid therapy

          -  ability",43530620,Oral lesion,oral lesions,Noma
383,NCT03141554,oral lesion,"ng consent and during the study,

          -  Good oral health (e.g., no visible bleeding, inflammation, oral ulcer or oral lesion,
             no need for dental treatment),

          -  Must have",43530620,Oral lesion,oral health,Noma
384,NCT02894593,oral lesion,"eeth per quadrant)

          -  age between 20 and 50 years old

        Exclusion Criteria:

          -  oral lesions

          -  severe periodontal problems (probing depth ≥5 mm or attachment lo",43530620,Oral lesion,oral lesions,Noma
385,NCT01674504,oral lesion,"sing.

          -  Clinically significant abnormalities and / or with significant diseases.

          -  Prevalence of oral candidiasis, aphthous ulcer or other oral lesions.

          -  Difficult",43530620,Oral lesion,oral candidiasis,Noma
386,NCT01962493,oral lesion,"ucts; severe
             periodontitis; severe recession; dental implants; active carious lesions on anterior
             teeth; oral lesions/manifestations; prone to aphthous stomatitis and ulcerat",43530620,Oral lesion,oral lesions manifestations,Noma
387,NCT03351530,oral lesion,"dontal pocket≧7 mm, and
        radiographic bone loss≧30%

        Exclusion Criteria:

          1. People who have oral lesion, dental braces, denture, mouthwash allergy, or serious
             sy",43530620,Oral lesion,oral lesion,Noma
388,NCT01816841,oral lesion,"The Ohio State University James
             Cancer Hospital Otolaryngology Department with a suspicious oral lesion or prior
             biopsy-confirmed epithelial dysplasia (mild, moderate, severe",43530620,Oral lesion,oral lesion,Noma
389,NCT03328182,dermatitis,"nificant skin disease or condition, or damaged skin on the
             application site, such as psoriasis, eczema, atopic dermatitis, active cancer, sores,
             sunburns, scars, moles

     ",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
390,NCT01536886,dermatitis,"phic skin, striae atrophicae, fragility of skin veins, icthyosis,
             ulcers and wounds.

          -  Other inflammatory skin disorders (e.g. seborrhoeic dermatitis or contact dermatitis)
  ",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
391,NCT01666509,dermatitis,"  Flushing due to conditions other than rosacea

          -  Any other abnormal facial skin conditions, e.g., eczema, perioral dermatitis, broken
             and bleeding skin on area of application",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
392,NCT00549601,dermatitis,"revent accurate
             assessment of the adhesion and potential skin irritation of the patch (e.g., atopic
             dermatitis, wounded or scratched skin in the area of the patch application",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
393,NCT00521040,dermatitis,"se of inhaled steroids and/or long acting β2 agonists; and/or corticosteroid
             dependent asthma

          -  atopic dermatitis or urticaria requiring an antihistamine treatment or the
    ",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
394,NCT02938494,dermatitis," interfere with clinical
             evaluations such as acne conglobata, acne fulminans, secondary acne, perioral
             dermatitis, clinically significant rosacea, gramnegative folliculitis, ",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
395,NCT03186378,dermatitis,"y significant medical history as
             determined by the investigator. Patients exhibiting active Atopic Dermatitis may be
             enrolled.

          5. Refrain from application of all t",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
396,NCT03855696,dermatitis,"c disease

               5. Clinically significant allergic disease (however, mild allergic rhinitis or
                  allergic dermatitis not requiring any medication is allowed) or history of an",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
397,NCT02797678,dermatitis," could increase the chance of seizures (e.g. stroke,
             aneurysm, brain surgery, structural brain lesion).

          -  Individuals who self-report severe contact dermatitis.

          -  ",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
398,NCT01095055,dermatitis,"erbated by any component of
             the vaccine, e.g. egg products, Kathon.

          -  History of clinically significant contact dermatitis

          -  Any history of anaphylaxis in reaction",45766714,Inflammatory dermatosis,dermatitis,Dermatitis
399,NCT03257995,asthma attack,"alactose intolerance, Lapp lactase
        deficiency or glucose-galactose malabsorption)

          -  Patients who have had an asthma attack/exacerbation requiring systemic steroids or
             ",45771045,Acute exacerbation of asthma,asthma attack exacerbation,Asthma attack
400,NCT03630432,asthma attack,"          Network(SIGN)/British Thoracic Society(BTS) guideline 2014 as persistent symptoms
             and/or frequent asthma attacks despite treatment at step 4 or step 5 with either:

            ",45771045,Acute exacerbation of asthma,asthma attacks,Asthma attack
401,NCT03779152,asthma attack,"ackground treatment

          2. patients with intermittent asthma =

               -  being asymptomatic between asthma attacks,

               -  with symptoms less than once a week

            ",45771045,Acute exacerbation of asthma,asthma =,Asthma attack
402,NCT02557633,asthma attack,"rmittent asthma

               -  Emergency room visit or admission for asthma in the 12 months prior to Visit 1 or
                  history of a life-threatening asthma attack ever

               ",45771045,Acute exacerbation of asthma,asthma ,Asthma attack
403,NCT00624832,asthma attack,"       -  Current active smokers

          -  Patients who have been hospitalized or had emergency treatment for an asthma attack in
             the 12 months prior to study start

          -  Hist",45771045,Acute exacerbation of asthma,asthma attack,Asthma attack
404,NCT00569192,asthma attack,"ower respiratory tract infection, within 2 weeks of
             screening.

          -  Any history of acute or severe asthma attack requiring ICU admission or ventilatory
             support.

   ",45771045,Acute exacerbation of asthma,asthma attack,Asthma attack
405,NCT01165281,asthma attack,"contraindicated such as serious respiratory
             depression of serious chronic obstructive pulmonary disease, bronchial asthma attack,
             cardiac failure secondary to chronic pulmona",45771045,Acute exacerbation of asthma,asthma attack,Asthma attack
406,NCT03549923,asthma attack,"          1. Age < 18 years

          2. Contraindications or intolerance to beta-blockers

               -  Moderate or severe bronchial asthma attack or history of bronchial asthma

              ",45771045,Acute exacerbation of asthma,asthma attack,Asthma attack
407,NCT00643578,asthma attack," >10 pack-year smoking history

          -  Respiratory tract infection within the last four weeks

          -  History of severe asthma attack requiring hospitalization in the previous 12 months

 ",45771045,Acute exacerbation of asthma,asthma attack,Asthma attack
408,NCT02478398,asthma attack,"as severe, unstable, or uncontrolled asthma, as judged by the clinical investigator,
             or has experienced a life-threatening asthma attack or an occurrence of any clinical
             dete",45771045,Acute exacerbation of asthma,asthma as,Asthma attack
