NCT_id,matched_string,manual_string,criteria_string,parent_concept_id,parent_concept_name,w.mod,severity_modifier,severity_term,pre_post,snomed_id,snomed_name,
NCT02252874,vertigo,,"ing them from
             training

          -  Having self reported vestibular or cerebellar dysfunction, history of vertigo or
             severe hearing loss

          -  Suffering from crippli",439383,Vertigo,TRUE,,,,399153001,Vertigo (finding),
NCT00802893,vertigo,,"eart failure, atrial fibrillation, aortic valve disease,
             bleeding disorders, history of repeated syncope or vertigo, severe GERD, GI ulcer,
             symptomatic coronary or peripheral",439383,Vertigo,TRUE,,,,399153001,Vertigo (finding),
NCT01950312,vertigo,,"n the past three
             years

          -  Hearing loss that coincides with significant, disabling episodes of vertigo

          -  History of allergic or anaphylactic reactions to monoclonal ",439383,Vertigo,TRUE,,,,399153001,Vertigo (finding),
NCT01604408,vertigo,,"the investigator.

        Exclusion Criteria:

          -  Major lower limb pain or neurologic impairment or vestibular vertigo or visual
             impairment that could severely confound measure",439383,Vertigo,TRUE,,,,50438001,Peripheral vertigo (disorder),
NCT02046148,pre-eclampsia,,"
                  College of Obstetricians and Gynecologists guidelines (ACOG Practice Bulletin
                  2013)

               -  Pre-eclampsia or eclampsia as defined by American College of",439393,Pre-eclampsia,FALSE,,,,398254007,Pre-eclampsia (disorder),
NCT01487980,pre-eclampsia,," pregnancy

          2. history of postpartum haemorrhage (PPH)

          3. (gestational) diabetes

          4. pre-eclampsia

          5. abruptio placentae

          6. caesarian section

    ",439393,Pre-eclampsia,FALSE,,,,398254007,Pre-eclampsia (disorder),
NCT02411916,preeclampsia,,"e is polyhydramnios (amniotic fluid index >22 cm).

          -  Presence of acute or chronic renal disease

          -  Presence of preeclampsia

        Of subjects who enter the study, the develop",439393,Pre-eclampsia,FALSE,,,,398254007,Pre-eclampsia (disorder),
NCT01135758,preeclampsia,,"-  Treatment during the last 2 weeks with thyroid hormones and sympathicomimetic drug.

          -  Present or past diagnosis of eclampsia or preeclampsia.

          -  Untreated or insufficiently t",439393,Pre-eclampsia,FALSE,,,,398254007,Pre-eclampsia (disorder),
NCT03055390,preeclampsia,,"     4. Patients with indications of elective caesarean section.

          5. Medical conditions associated with pregnancy e.g. preeclampsia, diabetes mellitus.

          6. Contraindications for hy",439393,Pre-eclampsia,FALSE,,,,398254007,Pre-eclampsia (disorder),
NCT03070795,pre-eclampsia,,"n who require a Cesarean hysterectomy. Women who require a Post-partum hysterectomy.
        Mothers with severe pre-eclampsia. Mothers with sickle cell disease. Mothers with
        pregestational or",439393,Pre-eclampsia,TRUE,,,,398254007,Pre-eclampsia (disorder),
NCT01112891,pre-eclampsia,,"    -  History of previous adverse pregnancy outcome [preterm delivery <37; weeks GA,
             stillbirth, severe pre-eclampsia, eclampsia, HELLP syndrome (hemolytic anemia,
             elevated ",439393,Pre-eclampsia,TRUE,,,,398254007,Pre-eclampsia (disorder),
NCT03793153,preeclampsia,,"   -  Abruptio placenta, and placental abnormalities or accrete syndromes.

          -  Polyhydraminos, macrosomia, or preeclampsia.

          -  History of thromboembolic disorders, or severe anemi",439393,Pre-eclampsia,TRUE,,,,398254007,Pre-eclampsia (disorder),
NCT03360240,preeclampsia,,"r inclusion cases: Patients with pregnancy that starts before the age of 19
             that develops preeclampsia (mild), severe preeclampsia, gestational hypertension and
             eclampsia, th",439393,Pre-eclampsia,TRUE,,,,46764007,Severe pre-eclampsia (disorder),
NCT03824119,preeclampsia,," 20 weeks gestation

          -  Diagnosis of antenatal hypertensive disorder: gestational hypertension, preeclampsia
             without severe features, preeclampsia with severe features, superimp",439393,Pre-eclampsia,TRUE,,,,398254007,Pre-eclampsia (disorder),
NCT03238365,recurrent disease,,"y/paranasal sinuses, 6) unknown primary considered to have resectable
             disease; patients with recurrent disease that is amenable to surgery are eligible

          -  Eastern Cooperative O",440059,Recurrent disease,FALSE,,,,58184002,Recurrent disease (disorder),
NCT03967379,recurrent disease,,"using distress based on the NCCN
             survivorship guidelines

        Exclusion Criteria:

          -  Recurrent disease requiring treatment

          -  Significant uncontrolled psychiatri",440059,Recurrent disease,FALSE,,,,58184002,Recurrent disease (disorder),
NCT03370276,recurrent disease,,"          the first-line therapy. Additionally, patients with persistent disease or
             platinum-refractory recurrent disease may enroll in this study as a first-line
             therapy.

 ",440059,Recurrent disease,FALSE,,,,58184002,Recurrent disease (disorder),
NCT02010606,recurrent disease,,"nd pathology from the resection that qualifies
             the patient for the trial must be consistent with recurrent disease (ie, patients with
             predominantly pseudoprogression or radia",440059,Recurrent disease,FALSE,,,,58184002,Recurrent disease (disorder),
NCT00093626,recurrent disease,,"logically confirmed ovarian epithelial or primary peritoneal carcinoma

               -  Persistent or recurrent disease

          -  Measurable or evaluable disease

               -  Measurable di",440059,Recurrent disease,FALSE,,,,58184002,Recurrent disease (disorder),
NCT01701752,recurrent disease,," for the study.

          -  Women of child-bearing potential

          -  Clinically significant , uncontrolled, current, chronic or recurrent disease, as
             deemed by the Investigator, (",440059,Recurrent disease,TRUE,,,,58184002,Recurrent disease (disorder),
NCT02385630,recurrent disease,,"    7. History of significant food allergy, certain dietary restrictions

          8. Confirmed or suspected residual or recurrent disease after surgery, synchronous or
             metachronous mali",440059,Recurrent disease,TRUE,,,,58184002,Recurrent disease (disorder),
NCT00446849,recurrent disease,,"or severe renal impairment are contra-indicated for treatment
             with mesalamine compounds and are excluded from the study.

         14. Subjects with current or recurrent disease that coul",440059,Recurrent disease,TRUE,,,,58184002,Recurrent disease (disorder),
NCT00585377,recurrent disease,,"        elements are present, in which case the patient is ineligible.

          -  Stage wet IIIB-IV or recurrent disease

          -  No significant hemoptysis (bright red blood< 1/2 teaspoon or m",440059,Recurrent disease,TRUE,,,,58184002,Recurrent disease (disorder),
NCT01754285,recurrent disease,,"ally significant or relevant abnormal medical history, vital sign, physical
             examination, ECG, or laboratory evaluation finding

          8. Current or recurrent disease that could affect",440059,Recurrent disease,TRUE,,,,58184002,Recurrent disease (disorder),
NCT03474276,severe malnutrition,,"         -  Child able to be followed up during at least three months.

        Exclusion Criteria:

          -  Severe malnutrition defined by a mid upper arm circumference < 115 mm OR Weight/Height",440370,Nutritional marasmus,FALSE,,,pre,29740003,Nutritional marasmus (disorder),
NCT02835157,severe malnutrition,,"chronic kidney disease with baseline deranged renal function (eGFR
             < 90 ml/1.73 m2/min)

          -  Severe malnutrition

          -  Children whose parents refuse to give an informed c",440370,Nutritional marasmus,FALSE,,,pre,29740003,Nutritional marasmus (disorder),
NCT01734408,severe malnutrition,,"izures or progressive neurological disease

          -  Family history of congenital or hereditary immunodeficiency

          -  Severe malnutrition or dysgenopathy

          -  Major congenital de",440370,Nutritional marasmus,FALSE,,,pre,29740003,Nutritional marasmus (disorder),
NCT01549288,severe malnutrition,,"    will be obtained to look for inborn error of metabolism.

          -  Children with renal, pulmonary, cardiac or hepatic dysfunction

          -  Severe malnutrition (weight for length and heigh",440370,Nutritional marasmus,FALSE,,,pre,29740003,Nutritional marasmus (disorder),
NCT01399853,severe malnutrition,," history of seizures or progressive neurological disease

          -  Family history of congenital or hereditary immunodeficiency

          -  Severe malnutrition or dysgenopathy

          -  Major",440370,Nutritional marasmus,FALSE,,,pre,29740003,Nutritional marasmus (disorder),
NCT03170401,severe malnutrition,,"t for at least 1 week

        Exclusion Criteria:

          -  Significant chronic organ failure,

          -  severe malnutrition pre-existing prior to ICU admission

          -  not expected to ",440370,Nutritional marasmus,TRUE,,,pre,29740003,Nutritional marasmus (disorder),
NCT01115439,severe malnutrition,,"(WHO)

          -  Mixed or mono-infection with another Plasmodium species detected by microscopy

          -  Presence of severe malnutrition (defined as a child whose growth standard is below -3
 ",440370,Nutritional marasmus,TRUE,,,pre,29740003,Nutritional marasmus (disorder),
NCT04012333,severe malnutrition,,"h nutritional
             risk:

               1. Low (≤25) or High BMI (≥35)

               2. Moderate to severe malnutrition (as defined by local assessments). We will
                  document",440370,Nutritional marasmus,TRUE,,,pre,29740003,Nutritional marasmus (disorder),
NCT01399723,severe malnutrition,,"vere pneumonia

          -  Clinical or laboratory diagnosis of meningitis

          -  Clinical diagnosis of severe malnutrition (marasmus/kwashiorkor)

          -  Clinical or laboratory diagnosi",440370,Nutritional marasmus,TRUE,,,pre,29740003,Nutritional marasmus (disorder),
NCT03427307,severe malnutrition,,"with severe infections, severe heart disease and liver disease, malignancy,
             autoimmune disorders, severe malnutrition, or clinical conditions requiring oral
             nutrition supplem",440370,Nutritional marasmus,TRUE,,,pre,29740003,Nutritional marasmus (disorder),
NCT00326677,depression,,"Inclusion Criteria:

          -  Age 50 or greater

          -  Center for Epidemiological Studies of Depression Scale (CES-D) score of 11 or higher

          -  Folstein Mini-Mental State score of",440383,Depressive disorder,FALSE,,,,35489007,Depressive disorder (disorder),
NCT00352196,depression,,"
             medical condition, substance-induced psychotic disorder,psychotic disorder not
             otherwise specified, major depression with psychotic features, or bipolar disorder.

         ",440383,Depressive disorder,FALSE,severe,major,,370143000,Major depressive disorder (disorder),
NCT02395263,depression,,"(suicide assessment) of the HAMD.

          -  The subject has a current DSM-Ⅳ-TR axisⅠpsychiatric diagnosis other than depression.

          -  When the MADRS score of baseline visit compares with ",440383,Depressive disorder,FALSE,,,,35489007,Depressive disorder (disorder),
NCT00576355,depressed,," bipolar spectrum disorder: type I, type II, or NOS

          -  Currently meets DSM-IV criteria for a depressed, manic, hypomanic, or mixed episode

          -  Youth assent/parental consent to out",440383,Depressive disorder,FALSE,,,,35489007,Depressive disorder (disorder),
NCT02100982,depression,," diabetes, heart
             disease, arthritis, asthma, COPD

          -  positive screen for symptoms of depression and/or anxiety

        Exclusion Criteria:

          -  non-English speakers

",440383,Depressive disorder,FALSE,,,,35489007,Depressive disorder (disorder),
NCT04010149,depression,,"-report (e.g., anxiety disorder,
             ADHD, Parkinson's disease, etc.)

          2. History of diagnosed severe depression (diagnosed pre-injury)

          3. History of epilepsy (diagnosed ",440383,Depressive disorder,TRUE,,,,310497006,Severe depression (disorder),
NCT00000444,depression,,"onality
             disorder.

          -  Unable to participate in protocol due to functional deficits or severe depression.

          -  Suicidal or homicidal ideation.

          -  Current use ",440383,Depressive disorder,TRUE,,,,310497006,Severe depression (disorder),
NCT01329913,depression,," major neurological disorder, or uncontrolled
             clinically significant psychiatric disorder (for example, depression).

          -  Estimated creatinine clearance of ≤70 mL/min.

         ",440383,Depressive disorder,TRUE,,,,35489007,Depressive disorder (disorder),
NCT01128816,depression,,"it unlikely that
             the patient will comply with the study procedures (e.g. alcohol abuse, lack of
             permanent residence, severe depression, disorientation, distant location, or h",440383,Depressive disorder,TRUE,,,,310497006,Severe depression (disorder),
NCT00302367,depression,,"Right handed.

        Exclusion Criteria:

          1. Diagnosis of any psychotic disorder, bipolar disorder, severe depression, severe
             anxiety, or Autism. Subjects with mild mood, oppo",440383,Depressive disorder,TRUE,,,pre,310497006,Severe depression (disorder),
NCT03893097,anxiety disorder,,"ory of, or ongoing, epilepsy or psychiatric illness (I.e. recent history of
             depression, generalized anxiety disorder; history of psychosis, schizophrenia or other
             major psych",442077,Anxiety disorder,FALSE,,,,21897009,Generalized anxiety disorder (disorder),
NCT01237587,anxiety disorder,,"(DSM-IV)
             Axis I condition, currently or within the past year, except major depressive disorder
             (MDD) and/or generalized anxiety disorder (GAD), adjustment disorder or specifi",442077,Anxiety disorder,FALSE,,,,21897009,Generalized anxiety disorder (disorder),
NCT03406845,anxiety disorder,,"is, with depression (Patient Health
             Questionnaire (PHQ-9) score ≥6) and/or anxiety (General Anxiety Disorder-7 (GAD- 7)
             score ≥6).

          -  Normal cognition or Mild Cogn",442077,Anxiety disorder,FALSE,,,,21897009,Generalized anxiety disorder (disorder),
NCT00277654,anxiety disorder,," Fourth Edition (DSM-IV) criteria.

          3. Subjects must have lifetime panic disorder or generalized anxiety disorder (GAD) as
             defined by DSM-IV criteria (except clause ""does not oc",442077,Anxiety disorder,FALSE,,,,21897009,Generalized anxiety disorder (disorder),
NCT01426997,anxiety disorder,,"MMSE)unless otherwise approved by
             principle investigator

          -  meets criteria for schizophrenia (Given overlap of generalized anxiety disorder (GAD)
             with major depres",442077,Anxiety disorder,FALSE,,,,21897009,Generalized anxiety disorder (disorder),
NCT01966705,anxiety disorder,,"     -  A primary diagnosis of severe health anxiety (somatic symptom disorder or illness
             anxiety disorder) according to the Diagnostic and Statistical Manual of Mental
             Disor",442077,Anxiety disorder,TRUE,,,,16265701000119100,Illness anxiety disorder (disorder),
NCT04086342,anxiety disorder,,"ter A or B);

          4. Current moderate or severe major depressive episode, panic disorder, generalized
             anxiety disorder, or post-traumatic stress disorder (PTSD). Traits associated w",442077,Anxiety disorder,TRUE,,,,21897009,Generalized anxiety disorder (disorder),
NCT03478384,anxiety disorder,,"vere, life-threatening, or prognostic unfavorable comorbidities

          9. Pregnancy, lactation

         10. Indication of a severe depression/anxiety disorder at baseline (PHQ 9 Score ≥15 and/or
",442077,Anxiety disorder,TRUE,,,,197480006,Anxiety disorder (disorder),
NCT00550667,anxiety disorder,,", organic
             psychosis, schizotypal personality disorder, bipolar affective disorder, severe
             anxiety disorder(such as OCD, ASD or PTSD) and mental retardation.

          -  In ",442077,Anxiety disorder,TRUE,,,post,197480006,Anxiety disorder (disorder),
NCT00458445,anxiety disorder,,"          (PTSD), psychosis, bipolar illness, severe obsessive compulsive disorder, severe
             depressive or severe anxiety disorder or other symptomatic manifestations that, in the
         ",442077,Anxiety disorder,TRUE,,,post,197480006,Anxiety disorder (disorder),
NCT02074644,lower urinary tract symptoms,,"PSA

          -  Use of a marketed alpha-blocker for LUTS/BPH in the previous 6 months

          -  Severe lower urinary tract symptoms at screening and baseline defined by all the
             foll",443350,Lower urinary tract symptoms,FALSE,,,pre,763101000000106,Severe lower urinary tract symptoms,
NCT03576001,lower urinary tract symptoms,,"ls with a contraindication for androgen use:

               -  History of prostate or breast cancer

               -  Severe lower urinary tract symptoms (IPSS score of > 19)

               -  Pros",443350,Lower urinary tract symptoms,FALSE,,,pre,763101000000106,Severe lower urinary tract symptoms,
NCT00827242,lower urinary tract symptoms,,"ars of age or older with Benign Prostatic Hyperplasia (BPH) also referred to
             as BPH-LUTS [lower urinary tract symptoms] based on the disease diagnostic criteria at
             the start ",443350,Lower urinary tract symptoms,FALSE,,,,307541003,Lower urinary tract symptoms (finding),
NCT01738464,lower urinary tract symptoms,,"tis/painful bladder syndrome (IC/PBS), chronic prostatitis/chronic
             pelvic pain syndrome (CP/CPPS), Lower Urinary Tract Symptoms, Overactive Bladder, or
             Major Depression.

   ",443350,Lower urinary tract symptoms,FALSE,,,,307541003,Lower urinary tract symptoms (finding),
NCT00239161,lower urinary tract symptoms,,"ys) of costovertebral angle pain or tenderness with or
             without fever, and with or without lower urinary tract symptoms (dysuria, frequency,
             urgency). Diabetic women without l",443350,Lower urinary tract symptoms,FALSE,,,,307541003,Lower urinary tract symptoms (finding),
NCT02135341,lower urinary tract symptoms,,"          consent form

        Exclusion Criteria:

          -  Use of antimuscarinic agent and effective in treatment of lower urinary tract symptoms

          -  Patients with severe cardiopulmon",443350,Lower urinary tract symptoms,TRUE,,,,307541003,Lower urinary tract symptoms (finding),
NCT01748370,lower urinary tract symptoms,,"pable prostate nodule or induration

          -  Hematocrit >50%

          -  Untreated severe obstructive sleep apnea

          -  Severe lower urinary tract symptoms

          -  Uncontrolled or",443350,Lower urinary tract symptoms,TRUE,,,pre,763101000000106,Severe lower urinary tract symptoms,
NCT01505075,lower urinary tract symptoms,,"ibility of gold seeds on electronic portal imaging)

          -  large prostate (> 90cm3) on imaging

          -  severe lower urinary tract symptoms (International Prostate Symptom Score >19 or
   ",443350,Lower urinary tract symptoms,TRUE,,,pre,763101000000106,Severe lower urinary tract symptoms,
NCT04032067,lower urinary tract symptoms,,"erplasia

               1. A volume of prostate gland (TRUS) > 30 cc

               2. Moderate to severe lower urinary tract symptoms with IPSS ≥ 13

               3. 5-15 mL/sec of maximum flow r",443350,Lower urinary tract symptoms,TRUE,,,pre,763101000000106,Severe lower urinary tract symptoms,
NCT01657409,lower urinary tract symptoms,,"e hospital.

        Exclusion Criteria:

          -  Use of antimuscarinic agent and effective in treatment of lower urinary tract symptoms

          -  Patients with severe cardiopulmonary disease",443350,Lower urinary tract symptoms,TRUE,,,,307541003,Lower urinary tract symptoms (finding),
NCT01881516,cognitive dysfunction,,"SCLC;

          -  ECOG 3~4;

          -  Pregnant woman;

          -  >65 or <18 years old;

          -  Patients with evidence of any cognitive dysfunction that would limit their abilities
     ",443432,Impaired cognition,FALSE,,,,386806002,Impaired cognition (finding),
NCT02265848,cognitive impairment,,"         3. Subject pain scores >5 on NPRS

        Exclusion Criteria:

          1. Currently diagnosed with cognitive impairment, or exhibits any characteristic, that
             would limit study",443432,Impaired cognition,FALSE,,,,386806002,Impaired cognition (finding),
NCT02051608,cognitive deficit,,"       -  History or presence of systemic autoimmune disorders potentially causing progressive
             neurologic disease with associated cognitive deficits

          -  History of schizophrenia",443432,Impaired cognition,FALSE,,,,386806002,Impaired cognition (finding),
NCT04077541,cognitive dysfunction,,"ne and access to the Internet

        Exclusion Criteria:

          -  Discharged within 24 hours

          -  Cognitive dysfunction and unable to provide formal consent

          -  Severe brain ",443432,Impaired cognition,FALSE,,,,386806002,Impaired cognition (finding),
NCT01301040,cognitive dysfunction,,"ancer diagnosis of the patients to be fit enough to complete
                  the questionnaires

               -  to be French speaking

               -  to be free of any cognitive dysfunction.

",443432,Impaired cognition,FALSE,,,,386806002,Impaired cognition (finding),
NCT00079807,cognitive impairment,,"cologic treatment for 12 weeks prior to
             enrollment

        Exclusion Criteria:

          -  Any significant cognitive impairment or psychosis

          -  Pregnancy or anticipated preg",443432,Impaired cognition,TRUE,,,,386806002,Impaired cognition (finding),
NCT03720821,cognitive impairment,,"          -  Lack of email/lack of basic computer skills

          -  Diagnosed Alzheimer's or documented severe cognitive impairment

          -  Severely impaired vision or color blindness

      ",443432,Impaired cognition,TRUE,,,pre,702956004,Severe cognitive impairment (finding),
NCT00937001,cognitive deficit,,"nown brain lesions, traumatic brain
             injury, cerebrovascular accidents with resultant moderate to severe cognitive deficits
             or ADL dependency, Parkinson's disease, Huntington'",443432,Impaired cognition,TRUE,severe,severe,pre,702956004,Severe cognitive impairment (finding),
NCT00283881,cognitive deficit,,"erebellum or brainstem,

          -  have a history of alcohol or drug abuse or severe language disturbances or serious
             cognitive deficits,

          -  have uncontrolled medical proble",443432,Impaired cognition,TRUE,severe,serious,post,386806002,Impaired cognition (finding),
NCT03393351,cognitive impairment,,"ears

          -  German-speaking

        Exclusion Criteria for participating patients:

          -  severe cognitive impairment

        Inclusion Criteria for participating health care professio",443432,Impaired cognition,TRUE,,,pre,702956004,Severe cognitive impairment (finding),
NCT03178006,acute disease,,"ween 18-24.9 kg / m2 without diabetes or altered glucose tolerance

        Exclusion Criteria:

          -  Acute disease

          -  Chronic pulmonary, cardiovascular, haematological, gastrointes",443883,Acute disease,FALSE,,,,2704003,Acute disease (disorder),
NCT03701438,acute disease,,"ccine including egg and chicken
             protein, or history of hypersensitivity to a previous dose of an influenza vaccine

          -  Acute disease and/or fever at the time of baseline blood d",443883,Acute disease,FALSE,,,,2704003,Acute disease (disorder),
NCT01106092,acute disease,," -  collapse or shock-like state within 48 hours of vaccination,

               -  convulsions with or without fever, occurring within 3 days of vaccination.

          -  Acute disease and/or fever ",443883,Acute disease,FALSE,,,,2704003,Acute disease (disorder),
NCT00001464,acute disease,,"NCLUSION CRITERIA:

        History - good overall health without history of recent (within 3 months) acute disease;

        Physical examination within normal limits;

        Laboratory evaluation;",443883,Acute disease,FALSE,,,,2704003,Acute disease (disorder),
NCT02838914,acute disease,,"up tests and evaluation procedures.

          4. Aged 18-80 years.

        Exclusion Criteria:

          1. With acute diseases, such as acute phase after myocardial infarction (within 3
          ",443883,Acute disease,FALSE,,,,2704003,Acute disease (disorder),
NCT02888418,acute disease,,"r or kidney disease, cardiovascular disease, severe
             hypertension, diabetes, cancer, all kinds of infectious disease and acute disease or
             in acute attack period of chronic dis",443883,Acute disease,TRUE,,,,2704003,Acute disease (disorder),
NCT00287469,acute disease,,"
          -  Major congenital defects or serious chronic illness.

          -  History of any neurologic disorders or seizures.

          -  Acute disease at the time of enrollment. Acute disease w",443883,Acute disease,TRUE,,,,2704003,Acute disease (disorder),
NCT02981836,acute disease,,"Severe malnutrition, congenital malformation, developmental disorders, or serious
             chronic diseases;

          -  Acute disease or acute stage of chronic disease within 7 days prior to st",443883,Acute disease,TRUE,,,,2704003,Acute disease (disorder),
NCT01218308,acute disease,,"ine; or a history of severe adverse
             reaction to a previous influenza vaccine.

          -  Fever at the time of enrolment.

          -  Acute disease at the time of enrolment.

        ",443883,Acute disease,TRUE,,,,2704003,Acute disease (disorder),
NCT02009748,acute disease,,"min/1.73m²

          -  Any disease with an estimated life expectancy below 1 year

          -  Any clinically significant acute disease requiring drug treatment

          -  Anticipated chemothera",443883,Acute disease,TRUE,,,,2704003,Acute disease (disorder),
NCT03679000,genetic disease,,"        -  Congenital azoospermia

               -  Ejaculation dysfunction

               -  Family history of genetic diseases

          4. Acquired diseases

               -  Genitourinary infe",443916,Hereditary disease,FALSE,,,,782964007,Genetic disease (disorder),
NCT02917863,genetic disease,,"    -  Patients with celiac disease, type I diabetes or other known autoimmune diseases

          -  Patients with genetic diseases or syndromes, such as Down, Williams-Beuren, Turner

          -  A",443916,Hereditary disease,FALSE,,,,782964007,Genetic disease (disorder),
NCT01703728,genetic disease,," to the use of gonadotropins or current pregnancy diagnosed by the
             clinician.

          -  Recurrent miscarriages, known genetic disease of one of the partners or indication of
         ",443916,Hereditary disease,FALSE,,,,782964007,Genetic disease (disorder),
NCT02975986,genetic disease,," SPECT/CT, pregnancy, breastfeeding, chronic renal disease (eGFR <
             60 ml/min/1.73m2), proteinuria, genetic diseases of the kidney, inborn defects of
             lipid metabolism, alcohol",443916,Hereditary disease,FALSE,,,,782964007,Genetic disease (disorder),
NCT01925196,hereditary disease,,"tion, such as structural brain or spinal cord disease, metabolic
             diseases, paraneoplastic syndromes, hereditary diseases, infectious diseases,
             peripheral neuropathy or radicu",443916,Hereditary disease,FALSE,,,,32895009,Hereditary disease (disorder),
NCT00635258,genetic disease,,"r hepatitis B and C, human
             immunodeficiency viruses I and II, syphylis, and vaginal infection), genetic disease,
             severe endometriosis or pelvic inflamatory disease

         ",443916,Hereditary disease,TRUE,,,,782964007,Genetic disease (disorder),
NCT00646893,genetic disease,,"nancy;

          -  Prior severe OHSS;

          -  TESA and TESE patients;

          -  Patients carriers of chromosomal or genetic diseases.

          -  Egg donation cycles.

          -  Froze",443916,Hereditary disease,TRUE,,,,782964007,Genetic disease (disorder),
NCT01050075,inherited disease,,"nced any peripheral neuropathy prior to chemotherapy

          -  Patients who have the potential for serious bleeding due to inherited diseases such as
             hemophilia

          -  Patients",443916,Hereditary disease,TRUE,,,,32895009,Hereditary disease (disorder),
NCT00841295,genetic disease,,"lusion Criteria:

          -  Severe associated disorder, with a probable short-term death,

          -  Identified genetic disease,

          -  Polymalformative syndrome, or severe malformation (",443916,Hereditary disease,TRUE,,,,782964007,Genetic disease (disorder),
NCT01469273,genetic disease,,"    -  Severe co-morbidities diseases of the:

               -  Heart

               -  Liver

               -  Kidney

          -  Genetic disease

          -  Other serious associated diseases,",443916,Hereditary disease,TRUE,,,,782964007,Genetic disease (disorder),
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
