modified_concept_id	modified_concept_name	modified_concept_code	parent_concept_id	parent_concept_name	parent_concept_code
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	4008737	Congenital anomaly of anus	11194003
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007	4309222	Congenital anomaly of skeletal bone	8447006
42537570	Severe acquired hearing loss	737049003	36715579	Acquired hearing loss	721294001
42537570	Severe acquired hearing loss	737049003	45772124	Severe hearing loss	3561000119106
42536648	Acute severe exacerbation of asthma co-occurrent and due to allergic asthma	735587000	4191479	Allergic asthma	389145006
42536648	Acute severe exacerbation of asthma co-occurrent and due to allergic asthma	735587000	45769438	Acute severe exacerbation of asthma	708090002
42536648	Acute severe exacerbation of asthma co-occurrent and due to allergic asthma	735587000	42536525	Allergic disorder of respiratory tract	735445000
761947	Recurrent severe manic episodes	22981000119106	437249	Recurrent manic episodes	191590005
761053	Severe nonproliferative retinopathy due to diabetes mellitus type 2	138941000119105	443732	Disorder due to type 2 diabetes mellitus	422014003
761053	Severe nonproliferative retinopathy due to diabetes mellitus type 2	138941000119105	376683	Nonproliferative diabetic retinopathy	390834004
765373	Severe nonproliferative retinopathy due to diabetes mellitus type 1	138901000119108	435216	Disorder due to type 1 diabetes mellitus	420868002
765373	Severe nonproliferative retinopathy due to diabetes mellitus type 1	138901000119108	376683	Nonproliferative diabetic retinopathy	390834004
765653	Severe dementia	428351000124105	4182210	Dementia	52448006
762805	Severe myoclonic epilepsy in infancy, non-refractory	432161000124109	4310999	Epilepsy, not refractory	422513000
762805	Severe myoclonic epilepsy in infancy, non-refractory	432161000124109	4043550	Severe myoclonic epilepsy in infancy	230437002
762806	Severe myoclonic epilepsy in infancy, refractory	432171000124102	4043550	Severe myoclonic epilepsy in infancy	230437002
765829	Severe medical complication	432631000124108	4009317	Complication affecting body system	111750002
764982	Severe left ventricular systolic dysfunction	991000124109	4047088	Left ventricular systolic dysfunction	134401001
45769438	Acute severe exacerbation of asthma	708090002	45771045	Acute exacerbation of asthma	708038006
37109055	Severe pediatric obstructive sleep apnea	16275741000119100	42872388	Obstructive sleep apnea of child	1091000119108
37110923	Severe congenital hypochromic anemia with ringed sideroblasts	725463007	443916	Hereditary disease	32895009
37110923	Severe congenital hypochromic anemia with ringed sideroblasts	725463007	432282	Sideroblastic anemia	41841004
37110117	Laminopathy type Decaudain Vigouroux	724205009	4245270	Diabetes mellitus associated with genetic syndrome	5969009
37110117	Laminopathy type Decaudain Vigouroux	724205009	4176808	Hereditary disorder of endocrine system	363104002
37110117	Laminopathy type Decaudain Vigouroux	724205009	43531642	Diabetes mellitus due to genetic defect in insulin action	609569007
37110117	Laminopathy type Decaudain Vigouroux	724205009	4006473	Autosomal dominant hereditary disorder	11164009
37110712	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	725033008	4171974	Nephrocalcinosis	48638002
37110712	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	725033008	45757752	Hereditary nephropathy	367591000119105
37110712	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	725033008	4178116	Familial hypomagnesemia-hypercalciuria	50029007
37110712	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	725033008	4312226	Autosomal recessive hereditary disorder	85995004
37109841	Severe generalized recessive dystrophic epidermolysis bullosa	723716009	4111343	Generalized dystrophic epidermolysis bullosa	254188009
37109841	Severe generalized recessive dystrophic epidermolysis bullosa	723716009	4174972	Recessive dystrophic epidermolysis bullosa	48528004
37110772	Temple Baraitser syndrome	725140007	4111168	Hypoplasia of lower limb	253959002
37110772	Temple Baraitser syndrome	725140007	4190397	Multiple malformation syndrome with limb defect as major feature	41443008
37110772	Temple Baraitser syndrome	725140007	440389	Mental retardation	91138005
37110772	Temple Baraitser syndrome	725140007	4176947	Hereditary disorder of the integument	363185004
37110772	Temple Baraitser syndrome	725140007	73017	Congenital anomaly of toe	9989000
37110772	Temple Baraitser syndrome	725140007	4111163	Hypoplasia of thumb	253936008
37110772	Temple Baraitser syndrome	725140007	40277917	Intellectual disability	110359009
37110772	Temple Baraitser syndrome	725140007	138864	Congenital anomaly of nail	35964007
37110772	Temple Baraitser syndrome	725140007	4006473	Autosomal dominant hereditary disorder	11164009
42538695	Hemodynamically insignificant ventricular septal defect	762460002	35625532	Congenital ventricular septal defect	768552007
42535006	Severe hypoxic ischemic encephalopathy of newborn	134811000119108	45766192	Severe hypoxic ischemic encephalopathy	703303004
42535006	Severe hypoxic ischemic encephalopathy of newborn	134811000119108	4318859	Neonatal encephalopathy	95628005
37018860	Severe obesity	83911000119104	433736	Obesity	414916001
42539192	Severe obesity complicating pregnancy	15750121000119108	42539186	Pre-existing maternal disease complicating pregnancy	31801000146106
42539192	Severe obesity complicating pregnancy	15750121000119108	37018860	Severe obesity	83911000119104
35608121	T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency	765145001	4028271	X-linked hereditary disease	128430005
35608121	T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency	765145001	29783	Severe combined immunodeficiency disease	31323000
35608121	T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency	765145001	4212886	Disorder of immune structure	414030009
35609824	Recurrent reactive depressive episodes, severe, with psychosis	1086471000000103	435520	Reactive depressive psychosis	191676002
35610097	Recurrent depression with current severe episode and psychotic features	1089511000000100	4098302	Recurrent depression	191616006
35610108	Recurrent depression with current severe episode without psychotic features	1089631000000109	4098302	Recurrent depression	191616006
35610115	Profound intellectual development disorder with significant impairment of behaviour	1089711000000107	440389	Mental retardation	91138005
35610115	Profound intellectual development disorder with significant impairment of behaviour	1089711000000107	40277917	Intellectual disability	110359009
35610118	Severe intellectual development disorder without significant impairment of behaviour	1089741000000108	440389	Mental retardation	91138005
35610118	Severe intellectual development disorder without significant impairment of behaviour	1089741000000108	40277917	Intellectual disability	110359009
35610119	Severe intellectual development disorder with significant impairment of behaviour	1089751000000106	440389	Mental retardation	91138005
35610119	Severe intellectual development disorder with significant impairment of behaviour	1089751000000106	40277917	Intellectual disability	110359009
35610120	Severe intellectual development disorder with minimal impairment of behaviour	1089761000000109	440389	Mental retardation	91138005
35610120	Severe intellectual development disorder with minimal impairment of behaviour	1089761000000109	40277917	Intellectual disability	110359009
35610121	Severe intellectual development disorder with impairment of behaviour	1089771000000102	440389	Mental retardation	91138005
35610121	Severe intellectual development disorder with impairment of behaviour	1089771000000102	40277917	Intellectual disability	110359009
35610122	Moderate intellectual development disorder without significant impairment of behaviour	1089781000000100	440389	Mental retardation	91138005
35610122	Moderate intellectual development disorder without significant impairment of behaviour	1089781000000100	40277917	Intellectual disability	110359009
35610123	Moderate intellectual development disorder with significant impairment of behaviour	1089791000000103	440389	Mental retardation	91138005
35610123	Moderate intellectual development disorder with significant impairment of behaviour	1089791000000103	40277917	Intellectual disability	110359009
35610126	Mild intellectual development disorder without significant impairment of behaviour	1089831000000105	440389	Mental retardation	91138005
35610126	Mild intellectual development disorder without significant impairment of behaviour	1089831000000105	40277917	Intellectual disability	110359009
35610127	Mild intellectual development disorder with significant impairment of behaviour	1089841000000101	440389	Mental retardation	91138005
35610127	Mild intellectual development disorder with significant impairment of behaviour	1089841000000101	40277917	Intellectual disability	110359009
35610517	Intellectual development disorder without significant impairment of behaviour	1094001000000106	440389	Mental retardation	91138005
35610517	Intellectual development disorder without significant impairment of behaviour	1094001000000106	40277917	Intellectual disability	110359009
35610518	Intellectual development disorder with significant impairment of behaviour	1094011000000108	440389	Mental retardation	91138005
35610518	Intellectual development disorder with significant impairment of behaviour	1094011000000108	40277917	Intellectual disability	110359009
35615152	Recurrent severe major depressive disorder co-occurrent with anxiety	16264821000119108	442077	Anxiety disorder	197480006
35615152	Recurrent severe major depressive disorder co-occurrent with anxiety	16264821000119108	42872722	Severe major depression	450714000
35615152	Recurrent severe major depressive disorder co-occurrent with anxiety	16264821000119108	4282316	Recurrent major depression	66344007
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	4118018	Congenital anomaly of nervous system of head/neck	287080001
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	377085	Congenital anomaly of brain	57148006
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	4274970	Multiple malformation syndrome with facial defects as major feature	65094009
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	4180314	Hereditary disorder of nervous system	363235000
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	4312226	Autosomal recessive hereditary disorder	85995004
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	40277917	Intellectual disability	110359009
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	375239	Degenerative brain disorder	52522001
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004	4316230	Congenital degeneration of nervous system	95477007
35622408	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	763893008	4177851	Disorder of hip joint	428097001
35622408	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	763893008	764940	Dysplasia of limb	88631000119105
35622408	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	763893008	434161	Multiple epiphyseal dysplasia	59708000
35622408	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	763893008	4129359	Congenital anomaly of bone and joint	237513002
35622408	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	763893008	4046001	Congenital anomaly of femur	123561001
35622408	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	763893008	4179141	Lesion of joint	298149009
35622667	Severe bodily distress disorder	764785006	37109944	Bodily distress disorder	723916001
35622934	Psychosis and severe depression co-occurrent and due to bipolar affective disorder	765176007	439254	Bipolar affective disorder, current episode depression	191627008
35622934	Psychosis and severe depression co-occurrent and due to bipolar affective disorder	765176007	4149321	Severe depression	310497006
35622934	Psychosis and severe depression co-occurrent and due to bipolar affective disorder	765176007	436073	Psychotic disorder	69322001
35624205	Severe lateral tibial bowing with short stature	766819001	4006433	Congenital angulation of tibia	205395006
35624205	Severe lateral tibial bowing with short stature	766819001	4150597	Bent bone dysplasia group	278832007
35624205	Severe lateral tibial bowing with short stature	766819001	440076	Short stature disorder	237836003
35624205	Severe lateral tibial bowing with short stature	766819001	433592	Congenital leg bone bowing	253947001
35624312	Severe early-onset axonal neuropathy due to mitofusin 2 deficiency	766977007	4134552	Hereditary motor and sensory neuropathy	398100001
35624312	Severe early-onset axonal neuropathy due to mitofusin 2 deficiency	766977007	4312226	Autosomal recessive hereditary disorder	85995004
35625988	Severe midline deviation of maxillary tooth position to left	769114005	35626010	Midline deviation of maxillary tooth position	769140004
35626013	Severe midline deviation of maxillary tooth position to right	769143002	35626010	Midline deviation of maxillary tooth position	769140004
439260	Single major depressive episode, severe, without mention of psychosis	191603006	NA	NA	NA
44805544	Single major depressive episode, severe	764631000000108	432284	Single major depressive episode	268620009
44794370	[X]Severe depressive episode without psychotic symptoms	397701000000102	440383	Depressive disorder	35489007
44794371	[X]Severe depressive episode with psychotic symptoms	397711000000100	440383	Depressive disorder	35489007
44802263	Severe acquired hearing loss	525781000000108	377889	Hearing loss	15188001
439243	Bipolar affective disorder, currently depressed, severe, with psychosis	191632009	439254	Bipolar affective disorder, current episode depression	191627008
4068240	X-linked severe combined immunodeficiency	203592006	29783	Severe combined immunodeficiency disease	31323000
4186542	O/E - right eye clinically significant macular edema	414908005	4149526	O/E - edema	268918008
4186542	O/E - right eye clinically significant macular edema	414908005	4235261	O/E - right eye diabetic maculopathy	408415007
4186542	O/E - right eye clinically significant macular edema	414908005	380097	Diabetic macular edema	312912001
4212435	O/E - left eye clinically significant macular edema	414892004	4255402	O/E - left eye diabetic maculopathy	408416008
